Capsule,CAPSULE,SETGI CAPS 10`S,10`S,128.51,12,12,30049099
Capsule,CAPSULE,TRESMOX CV CAP 6`S,6`S,188.77,12,12,30041030
Capsule,CAPSULE,TRESMOX LB D CAP 10`S,10`S,115.56,12,12,30041030
Capsule,CAPSULE,PARAXIN 250MG CAP 10`S,10`S,85.22,12,12,30042050
Capsule,CAPSULE,PARAXIN 500MG CAP 10`S,10`S,161.75,12,12,30042050
Capsule,CAPSULE,CONTRAMOL 50MG CAP 10`S,10`S,75.01,12,12,3004
Capsule,CAPSULE,PANTAGON 20MG CAP 6`S,6`S,18,12,12,3004
Capsule,CAPSULE,PANTAGON 40MG CAP 6`S,6`S,24,18,18,0
Capsule,CAPSULE,PANTAGON IT CAP 6`S,6`S,48,12,12,30042019
Capsule,CAPSULE,REJOINT UC CAP 10`S,10`S,580,18,18,21069099
Capsule,CAPSULE,ROCALTROL CAP 10`S,10`S,234.74,12,12,30045036
Capsule,CAPSULE,SAFEDICLO CAP 10`S,10`S,102,12,12,30043190
Capsule,CAPSULE,SUPRACTIV CAP 15`S,15`S,160.5,18,18,21069099
Capsule,CAPSULE,THIOSPAS 8MG CAP 10`S,10`S,257.61,12,12,30049069
Capsule,CAPSULE,ZOBID-R CAP 10`S,10`S,49.4,12,12,3004
Capsule,CAPSULE,THIOSPAS 4MG CAP 10`S,10`S,175.62,12,12,30049069
Capsule,CAPSULE,HANSEPRAN CAP 100MG 10`S,10`S,23.52,5,5,30049055
Capsule,CAPSULE,RAMACE 1.25MG CAP 15`S,15`S,54.1,12,12,3004
Capsule,CAPSULE,RAMACE 10MG CAP 15`S,15`S,223.1,12,12,3004
Capsule,CAPSULE,RAMACE 2.5MG CAP 15`S,15`S,101.7,12,12,3004
Capsule,CAPSULE,NITRACT SR 2.5MG CAP 25`S,25`S,125.25,12,12,3004
Capsule,CAPSULE,NITRACT SR 6.5MG CAP 25`S,25`S,154.4,12,12,3004
Capsule,CAPSULE,RAMACE 5MG CAP 15`S,15`S,168.3,12,12,3004
Capsule,CAPSULE,LANCIBAY 30MG CAP 10`S,10`S,47.85,12,12,3004
Capsule,CAPSULE,ADX CAPS 10`S,10`S,60.38,12,12,3004
Capsule,CAPSULE,BIOCID 20MG CAP 10`S,10`S,29.92,12,12,3004
Capsule,CAPSULE,BIOCILIN 250MG CAP 10`S,10`S,12.37,12,12,3004
Capsule,CAPSULE,BIOCILIN 500MG CAPS 10`S,10`S,63.9,12,12,3004
Capsule,CAPSULE,BIOCLOX 250MG CAPS 10`S,10`S,12.54,12,12,3004
Capsule,CAPSULE,BIOCLOX 500MG CAPS 10`S,10`S,21.77,12,12,3004
Capsule,CAPSULE,BIODOXI CAP 10`S,10`S,12.2,12,12,30042049
Capsule,CAPSULE,BIOMOXIL 250MG CAP 10`S,10`S,39.89,12,12,3004
Capsule,CAPSULE,BIOMOXIL 500MG CAP 6`S,6`S,78.3,12,12,3004
Capsule,CAPSULE,CEPHAXIN 250MG CAP 10`S,10`S,36.9,12,12,3004
Capsule,CAPSULE,MONOTAX O 200MG CAP 10`S,10`S,150.49,12,12,3004
Capsule,CAPSULE,R-PRIL 2.5MG CAP 10`S,10`S,29.95,12,12,3004
Capsule,CAPSULE,R-PRIL 5MG CAP 10`S,10`S,54,12,12,3004
Capsule,CAPSULE,AMPILOX CAP 10`S,10`S,75.9,12,12,30041090
Capsule,CAPSULE,AMPILOX LB CAP 10`S,10`S,84.7,12,12,30041060
Capsule,CAPSULE,PRADAXA 110MG CAPS 10`S,10`S,718,12,12,30049099
Capsule,CAPSULE,PRADAXA 150MG CAPS  10`S,10`S,718,12,12,30049099
Capsule,CAPSULE,ALFATAM 0.4MG CAP 10`S,10`S,86,12,12,3004
Capsule,CAPSULE,BURPEX CAP 10`S,10`S,250,12,12,30049039
Capsule,CAPSULE,DEPIN 10MG CAPS 30`S,30`S,28.22,12,12,30049072
Capsule,CAPSULE,DEPIN 5MG CAP 50`S,50`S,64.4,12,12,30049072
Capsule,CAPSULE,INDITEL D CAP 10`S,10`S,152.3,12,12,30049079
Capsule,CAPSULE,NASOREST CAPS 10`S,10`S,55,12,12,3004
Capsule,CAPSULE,NUCOXIA D3 CAP 10`S,10`S,137.4,12,12,30049069
Capsule,CAPSULE,OCID 10MG CAPS 15`S,15`S,43.47,12,12,3004
Capsule,CAPSULE,OCID 20MG CAPS 15`S,15`S,54.6,12,12,30049034
Capsule,CAPSULE,OCID DSR CAPS 10`S,10`S,120.8,12,12,30049039
Capsule,CAPSULE,OCID L CAP 10`S,10`S,119.6,12,12,30049039
Capsule,CAPSULE,OCID-D CAPS 10`S,10`S,138.1,12,12,30049034
Capsule,CAPSULE,SUNBLESS 2K CAP 10`S,10`S,59,12,12,30045036
Capsule,CAPSULE,SUNBLESS 60K CAP 4`S,4`S,106.82,12,12,30045036
Capsule,CAPSULE,GABACAP 100MG CAP 10`S,10`S,36.2,12,12,3004
Capsule,CAPSULE,RIVERA 1.5MG CAP 10`S,10`S,44.8,12,12,3004
Capsule,CAPSULE,RIVERA 3MG CAP 10`S,10`S,64.4,12,12,3004
Capsule,CAPSULE,RIVERA 4.5MG CAP 10`S,10`S,84.8,12,12,3004
Capsule,CAPSULE,RIVERA 6MG CAP 10`S,10`S,104.6,12,12,3004
Capsule,CAPSULE,ZIPRA 20MG CAP 10`S,10`S,30.89,12,12,3004
Capsule,CAPSULE,ZIPRA 40MG CAP 10`S,10`S,60.75,12,12,3004
Capsule,CAPSULE,ZYLIN 75MG CAP 10`S,10`S,56.83,12,12,3004
Capsule,CAPSULE,EPIGRAN 50MG CAP 10`S,10`S,50,12,12,3004
Capsule,CAPSULE,EPSOLIN ER 300MG CAP 30`S,30`S,177.07,12,12,30049081
Capsule,CAPSULE,XET CR PLUS 12.5MG CAP 10`S,10`S,166.3,12,12,30049079
Capsule,CAPSULE,XET CR PLUS 25MG CAP 10`S,10`S,211.3,12,12,30049079
Capsule,CAPSULE,BECOZINC CAP 20`S,20`S,28.6,12,12,30045090
Capsule,CAPSULE,BECOZINC G CAP 10`S,10`S,98,18,18,21069099
Capsule,CAPSULE,OMEZ 10MG CAP 15`S,15`S,34.4,12,12,30049034
Capsule,CAPSULE,OMEZ 20MG CAP 20`S,20`S,54.21,12,12,30049034
Capsule,CAPSULE,OMEZ DSR CAPS 15`S,15`S,154,12,12,30049039
Capsule,CAPSULE,SUPAMOVE 4MG CAP 10`S,10`S,131,12,12,30049069
Capsule,CAPSULE,SUPAMOVE 8MG CAP 10`S,10`S,236,12,12,30049069
Capsule,CAPSULE,RESDINIR CAPS 4`S,4`S,180.18,12,12,3004
Capsule,CAPSULE,BECELAC FORTZ CAPS 15`S,15`S,72.6,12,12,30049990
Capsule,CAPSULE,BECELAC PB CAP 10`S,10`S,123.2,12,12,30049099
Capsule,CAPSULE,FIXTRAL 100MG CAPS 4`S,4`S,138,12,12,30049015
Capsule,CAPSULE,FIXTRAL 200MG CAPS 10`S,10`S,385,12,12,30049099
Capsule,CAPSULE,DUTAS CAP 30`S,30`S,789.5,12,12,30042099
Capsule,CAPSULE,DUTAS-T CAP 15`S,15`S,430,12,12,30049099
Capsule,CAPSULE,DYNAPRES 0.4MG CAPS 30`S,30`S,349.8,12,12,30049099
Capsule,CAPSULE,FINAST-T CAP 30`S,30`S,588.5,12,12,30049099
Capsule,CAPSULE,SILDOO 4MG CAP 10`S,10`S,158,12,12,30049079
Capsule,CAPSULE,TORQ SR 2MG CAP 30`S,30`S,348,12,12,30049099
Capsule,CAPSULE,TORQ SR 4MG CAP 30`S,30`S,687,12,12,30049099
Capsule,CAPSULE,DYNAPRES 0.2MG CAPS 10`S,10`S,57,12,12,30049079
Capsule,CAPSULE,OPTISULIN CAPS 15`S,15`S,12.65,12,12,30045090
Capsule,CAPSULE,ANTOXID CAPS 30`S,30`S,235.5,12,12,30045090
Capsule,CAPSULE,RAZO-D CAPS 15`S,15`S,246.95,12,12,30049039
Capsule,CAPSULE,RAZO-L CAP 10`S,10`S,249.5,12,12,30049031
Capsule,CAPSULE,ECONORM CAP 5`S,5`S,170,12,12,30049099
Capsule,CAPSULE,CELADRIN CAP 10`S,10`S,124,12,12,30049099
Capsule,CAPSULE,BRONCHO-VAXOM CAP 10`S,10`S,449.1,12,12,3004
Capsule,CAPSULE,D RAB CAPS 10`S,10`S,45,12,12,30049069
Capsule,CAPSULE,HILIN 50MG CAP 10`S,10`S,90,12,12,30049069
Capsule,CAPSULE,MUCOLITE SR CAP 10`S,10`S,90,12,12,30049094
Capsule,CAPSULE,ATOCOR CV 10 CAP 10`S,10`S,134,12,12,30049079
Capsule,CAPSULE,ATOCOR CV 20 CAP 10`S,10`S,175,12,12,30049079
Capsule,CAPSULE,BETAONE AM 25MG CAP 10`S,10`S,49,12,12,30049074
Capsule,CAPSULE,BETAONE AM 50MG CAP 10`S,10`S,63,12,12,30049074
Capsule,CAPSULE,BETAONE R 2.5MG CAP 10`S,10`S,92,12,12,30049074
Capsule,CAPSULE,BETAONE R 5MG CAP 10`S,10`S,138.5,12,12,30049074
Capsule,CAPSULE,CARDIOPRIL 1.25MG CAP 10`S,10`S,21.9,12,12,30049071
Capsule,CAPSULE,CARDIOPRIL 10MG CAPS 10`S,10`S,126,12,12,3004
Capsule,CAPSULE,CARDIOPRIL 5MG CAP 10`S,10`S,77.5,12,12,30049071
Capsule,CAPSULE,EBIZA-L CAP 30`S,30`S,415.8,12,12,3004
Capsule,CAPSULE,GLA 120 CAPS 30`S,30`S,409,12,12,30045090
Capsule,CAPSULE,OVISTA CAP 30`S,30`S,125,12,12,30049099
Capsule,CAPSULE,AVERTZ 75MG CAP 10`S,10`S,90,12,12,30043190
Capsule,CAPSULE,CARDIOPRIL 2.5MG CAP 10`S,10`S,49.5,12,12,30049071
Capsule,CAPSULE,GLA-M CAP 10`S,10`S,172.5,12,12,30045090
Capsule,CAPSULE,MEGA-3 CAPS 30`S,30`S,297,12,12,30041090
Capsule,CAPSULE,PLAGRIL A 150MG CAP 10`S,10`S,29.5,12,12,30049094
Capsule,CAPSULE,PLAGRIL A 75MG CAP 10`S,10`S,30.9,12,12,30049099
Capsule,CAPSULE,MET-STAMLO 25MG CAP 10`S,10`S,61.5,12,12,30049074
Capsule,CAPSULE,MET-STAMLO 50MG CAP 10`S,10`S,111.1,12,12,30049074
Capsule,CAPSULE,REDOTIL CAP 15`S,15`S,292.05,12,12,30049099
Capsule,CAPSULE,ROZAT CV 10 CAP 10`S,10`S,146.5,12,12,30049099
Capsule,CAPSULE,STAMACE 5MG CAP 10`S,10`S,92.5,12,12,30049074
Capsule,CAPSULE,COMBIHALE FB 400 REDICAPS 2X15`S,2 x 15'S,202.5,12,12,30049094
Capsule,CAPSULE,HILIN GM CAP 10`S,10`S,143,12,12,30049069
Capsule,CAPSULE,TRIOZAC CAP 10`S,10`S,98,12,12,30049099
Capsule,CAPSULE,COMBIHALE FB 100 REDICAPS 2X15`S,2 x 15'S,91.7,12,12,30049099
Capsule,CAPSULE,COMBIHALE FB 200 REDICAPS 2X15`S,2 x 15'S,165.26,12,12,30049094
Capsule,CAPSULE,COMBIHALE FF 100 REDICAPS 2X15`S,2 x 15'S,210,12,12,30049094
Capsule,CAPSULE,COMBIHALE FF 250 REDICAPS 2X15`S,2 x 15'S,302,12,12,30049094
Capsule,CAPSULE,COMBIHALE FT REDICAPS 30`S,30`S,270,12,12,30049094
Capsule,CAPSULE,DOXT SL CAPS 8`S,8`S,83,12,12,30049099
Capsule,CAPSULE,RELENT OD CAP 10`S,10`S,77,12,12,30049039
Capsule,CAPSULE,SOLBIHALE-T REDICAPS 15`S,15`S,126,12,12,3004
Capsule,CAPSULE,FLEMOXIN 250MG CAP 15`S,15`S,46.6,12,12,3004
Capsule,CAPSULE,FLEMOXIN 500MG CAP 10`S,10`S,68.7,12,12,3004
Capsule,CAPSULE,VITAZYME CAP 10`S,10`S,62,12,12,30049084
Capsule,CAPSULE,BACTIV CAP 10`S,10`S,111,12,12,30049099
Capsule,CAPSULE,LIVOTONE CAP 10`S,10`S,48,12,12,30049099
Capsule,CAPSULE,LIVOTONE CAP 60`S,60`S,192.4,12,12,30049099
Capsule,CAPSULE,TONOFERON SF CAP 10`S,10`S,41,12,12,30045010
Capsule,CAPSULE,AXOBIOX NS CAP 10`S,10`S,39.9,18,18,
Capsule,CAPSULE,MAXUM MEN CAPS 10`S,10`S,150,18,18,2106
Capsule,CAPSULE,MAXUM WOMEN CAPS 10`S,10`S,150,18,18,2106
Capsule,CAPSULE,ROSIFLEX C CAP 20`S,20`S,360,18,18,2106
Capsule,CAPSULE,ROSIFLEX TRIO CAP 14`S,14`S,746.9,18,18,2106
Capsule,CAPSULE,LACTOGUT CAPS 10`S,10`S,120,12,12,3004
Capsule,CAPSULE,GINKOCER M CAP 10`S,10`S,176,12,12,30049099
Capsule,CAPSULE,SONAXA 50MG CAPS 15`S,15`S,120,12,12,3004
Capsule,CAPSULE,MEGAZA CAP 15`S,15`S,375,12,12,30045020
Capsule,CAPSULE,CERESTAR CAPS 10`S,10`S,177,12,12,3004
Capsule,CAPSULE,SPECTRA 10MG CAP 10`S,10`S,56.7,12,12,30041030
Capsule,CAPSULE,SPECTRA 25MG CAP 10`S,10`S,92.4,12,12,30041030
Capsule,CAPSULE,VENLA XR 150MG CAP 10`S,10`S,80.5,12,12,3004
Capsule,CAPSULE,VENLA XR 37.5MG CAP 10`S,10`S,33,12,12,3004
Capsule,CAPSULE,VENLA XR 75MG CAP 10`S,10`S,66,12,12,3004
Capsule,CAPSULE,NEUGALIN 75MG CAP 10`S,10`S,99,12,12,3004
Capsule,CAPSULE,NEUGALIN M 75MG CAP 10`S,10`S,111.5,12,12,30049099
Capsule,CAPSULE,NUPRIN PLUS CAP 10`S,10`S,60,12,12,30049099
Capsule,CAPSULE,RENERVE BT CAP 15`S,15`S,208.12,12,12,30045020
Capsule,CAPSULE,RENERVE CAP 15`S,15`S,180,12,12,30045020
Capsule,CAPSULE,RENERVE D CAPS 10`S,10`S,156,12,12,30045039
Capsule,CAPSULE,RENERVE G CAP 10`S,10`S,208,12,12,30049099
Capsule,CAPSULE,RENERVE MAX CAP 10`S,10`S,189,12,12,30049099
Capsule,CAPSULE,RENERVE P CAPS 10`S,10`S,139.02,12,12,30049099
Capsule,CAPSULE,RENERVE PLUS BT CAP 15`S,15`S,356,12,12,30045020
Capsule,CAPSULE,RENERVE PLUS CAP 15`S,15`S,277,12,12,30045020
Capsule,CAPSULE,RENERVEPLUS G CAP 10`S,10`S,107.4,12,12,30045020
Capsule,CAPSULE,CALSHINE D CAP 15`S,15`S,83.85,12,12,3004
Capsule,CAPSULE,RARICAP M 30`S,30`S,240,12,12,3004
Capsule,CAPSULE,RABONIK DSR 40MG CAP 10`S,10`S,146.41,12,12,3004
Capsule,CAPSULE,RABONIK DSR CAP 15`S,15`S,149.74,12,12,3004
Capsule,CAPSULE,RABONIK PLUS CAP 10`S,10`S,181.5,12,12,3004
Capsule,CAPSULE,VELGUT CAP 10`S,10`S,133.1,12,12,3004
Capsule,CAPSULE,REVLIN M CAP 10`S,10`S,122.98,12,12,3004
Capsule,CAPSULE,MILCAPS 10`S,10`S,27,12,12,3004
Capsule,CAPSULE,RACETRIL CAP 10`S,10`S,92.5,12,12,30049039
Capsule,CAPSULE,REJUNURON OD CAP 10`S,10`S,154,12,12,30045090
Capsule,CAPSULE,RESTOZEAL CAP 10`S,10`S,108,18,18,30049099
Capsule,CAPSULE,FERDHEA CAP 10`S,10`S,120,12,12,30049099
Capsule,CAPSULE,FOURTS ACTIVE CAP 10`S,10`S,200,12,12,30049099
Capsule,CAPSULE,REJUNURON ACTIVE CAP 10`S,10`S,210,18,18,21069099
Capsule,CAPSULE,REJUNURON CAPS 30`S,30`S,337,12,12,30049099
Capsule,CAPSULE,REJUNURON PLUS CAP 10`S,10`S,153,12,12,30045090
Capsule,CAPSULE,FOURTS B LAC CAP 10`S,10`S,68,18,18,30049099
Capsule,CAPSULE,GERDRID CAP 10`S,10`S,106.9,12,12,30049039
Capsule,CAPSULE,GERDRID L CAP 10`S,10`S,196,12,12,30049039
Capsule,CAPSULE,MAXIZYM CAP 10`S,10`S,186,12,12,30049084
Capsule,CAPSULE,PRE PRO CAPS 10`S,10`S,135,12,12,30049099
Capsule,CAPSULE,PREPRO HS CAP 10`S,10`S,135,18,18,30049099
Capsule,CAPSULE,PREPRO IBS CAPS 10`S,10`S,345,18,18,30049099
Capsule,CAPSULE,IMIN FORTE CAP 30`S,30`S,253.5,12,12,30049099
Capsule,CAPSULE,ALSODY CAPS 10`S,10`S,502,18,18,21069099
Capsule,CAPSULE,OXALOBACT CAPS 10`S,10`S,137,12,12,30049099
Capsule,CAPSULE,TAMFIL CAPS 15`S,15`S,147,12,12,30049099
Capsule,CAPSULE,TAMFIL S CAP 10`S,10`S,600,12,12,30049039
Capsule,CAPSULE,UBI Q 100 CAP 10`S,10`S,765,18,18,21069099
Capsule,CAPSULE,UBI Q 300MG CAP 15`S,15`S,1364,12,12,30049084
Capsule,CAPSULE,UBI Q F CAPS 10`S,10`S,218,18,18,21069099
Capsule,CAPSULE,UBI Q PLUS CAPS 10`S,10`S,329,18,18,21069099
Capsule,CAPSULE,UBICAR WOMEN CAPS 15`S,15`S,218,18,18,30045090
Capsule,CAPSULE,UBIPHENE N 100MG CAP 5`S,5`S,249,12,12,30049099
Capsule,CAPSULE,UBIPHENE N 50MG CAP 5`S,5`S,149,12,12,30049099
Capsule,CAPSULE,BENFINURON FORTE CAP 10`S,10`S,147,12,12,30045090
Capsule,CAPSULE,FOURTS B MEGA CAP 10`S,10`S,180,12,12,21069099
Capsule,CAPSULE,ECAROTIN-NT CAP 10`S,10`S,43.65,12,12,3004
Capsule,CAPSULE,A-PHYL CAPS 10`S,10`S,87.48,12,12,30049011
Capsule,CAPSULE,GR8 CAPS 10`S,10`S,66.91,12,12,30049034
Capsule,CAPSULE,DEXORANGE CAPS 30`S,30`S,117.11,12,12,30045010
Capsule,CAPSULE,LAVIEST CAPS 10`S,10`S,41.72,12,12,3004
Capsule,CAPSULE,NATVIE 400MG CAP 15`S,15`S,327,12,12,29362800
Capsule,CAPSULE,NATVIE FORTE CAPS 10`S,10`S,219.65,18,18,30045032
Capsule,CAPSULE,NATVIE PLUS CAP 10`S,10`S,125.26,18,18,30049099
Capsule,CAPSULE,ECAROTIN CAPS 10`S,10`S,29.87,12,12,3004
Capsule,CAPSULE,FINATE CAPS 10`S,10`S,78.46,12,12,3004
Capsule,CAPSULE,DIAVIT PLUS CAPS 10`S,10`S,110.9,12,12,30045039
Capsule,CAPSULE,PRENEUROLIN PLUS CAPS 10`S,10`S,125.3,12,12,30049011
Capsule,CAPSULE,BECADEXAMIN CAP 30`S,30`S,34.95,12,12,30045090
Capsule,CAPSULE,COBADEX FORTE CAP 20`S,20`S,25,12,12,30045039
Capsule,CAPSULE,COBADEX ZINC CAP 15`S,15`S,21.05,12,12,30045039
Capsule,CAPSULE,FESOVIT SPANS CAP 30`S,30`S,155.65,12,12,30045010
Capsule,CAPSULE,ZEVIT CAPS 30`S,30`S,42.1,12,12,30045090
Capsule,CAPSULE,COBADEX CZS CAP 15`S,15`S,77.35,12,12,30045090
Capsule,CAPSULE,FEFOL CAPS 15`S,15`S,80.9,12,12,30045010
Capsule,CAPSULE,FEFOL-Z CAPS 15`S,15`S,156.65,12,12,30045010
Capsule,CAPSULE,PHEXIN 250MG CAP 10`S,10`S,80.6,12,12,30042012
Capsule,CAPSULE,PHEXIN 500MG CAP 10`S,10`S,178.75,12,12,30042012
Capsule,CAPSULE,ENTEROPLUS CAPS 10`S,10`S,280,18,18,
Capsule,CAPSULE,ASWAL PLUS CAP 10`S,10`S,84,12,12,3004
Capsule,CAPSULE,OPTIFER CAP 10`S,10`S,45,12,12,30045010
Capsule,CAPSULE,BOCOMO CAP 10`S,10`S,102,12,12,30049039
Capsule,CAPSULE,FLUNIL 10MG CAP 10`S,10`S,31.25,12,12,30049099
Capsule,CAPSULE,FLUNIL 40MG CAP 10`S,10`S,60.7,12,12,30049099
Capsule,CAPSULE,FLUNIL 60MG CAP 10`S,10`S,99.46,12,12,30049099
Capsule,CAPSULE,PREGABID 50MG CAP 10`S,10`S,98,12,12,30049082
Capsule,CAPSULE,PREGABID 75MG CAP 10`S,10`S,165,12,12,30049082
Capsule,CAPSULE,FLUNIL 20MG CAP 10`S,10`S,39.98,12,12,30049099
Capsule,CAPSULE,PREGABID 150MG CAP 10`S,10`S,202,12,12,30049082
Capsule,CAPSULE,PREGABID D 50MG CAP 10`S,10`S,89,12,12,30031000
Capsule,CAPSULE,PREGABID D 75MG CAP 10`S,10`S,159,12,12,30031000
Capsule,CAPSULE,PREGABID FORTE 75MG CAP 10`S,10`S,134,12,12,30045039
Capsule,CAPSULE,PREGABID ME 75MG CAP 10`S,10`S,128,12,12,30049082
Capsule,CAPSULE,VASFREE 100MG CAP 10`S,10`S,65.4,12,12,30049069
Capsule,CAPSULE,ARRENO CAP 10`S,10`S,27,12,12,30049099
Capsule,CAPSULE,CORUS CAPS 10`S,10`S,125,18,18,21069099
Capsule,CAPSULE,DYFIRA 240MG CAP 60`S,60`S,4350,12,12,30049099
Capsule,CAPSULE,GABAPIN 300MG CAP 15`S,15`S,284,12,12,30049081
Capsule,CAPSULE,GABAPIN 400MG CAP 10`S,10`S,208,12,12,30049081
Capsule,CAPSULE,PEXEP PLUS 12.5MG CAP 10`S,10`S,135,12,12,30049081
Capsule,CAPSULE,RABIUM PLUS CAP 10`S,10`S,210,12,12,30049039
Capsule,CAPSULE,BAKFLEX 4MG CAP 10`S,10`S,113.25,12,12,3004
Capsule,CAPSULE,BAKFLEX 8MG CAP 10`S,10`S,183.6,12,12,3004
Capsule,CAPSULE,INTAZIDE CAPS 10`S,10`S,125.5,12,12,3004
Capsule,CAPSULE,NEOPRIDE TOTAL CAP 15`S,15`S,343,12,12,30049099
Capsule,CAPSULE,RABIUM DSR CAP 15`S,15`S,135,12,12,30049099
Capsule,CAPSULE,SILOTIME-D CAPS 10;S,10'S,295,12,12,3004
Capsule,CAPSULE,YOGUT CAPS 10`S,10`S,156,12,12,30049099
Capsule,CAPSULE,FELICITA-OD CAP 10`S,10`S,225,12,12,30045039
Capsule,CAPSULE,FELICITA CAP 10`S,10`S,94.5,18,18,21069099
Capsule,CAPSULE,TAKFA 1MG CAPS 10`S,10`S,351.1,12,12,30049099
Capsule,CAPSULE,TOLTAM CAP 10`S,10`S,253,12,12,30049099
Capsule,CAPSULE,ZYLENO CAP 10`S,10`S,285.5,18,18,21069099
Capsule,CAPSULE,ZYLENO FORTE CAP 10`S,10`S,520,18,18,21069099
Capsule,CAPSULE,REJUNEX CAP 10`S,10`S,82,12,12,30045090
Capsule,CAPSULE,REJUNEX OD CAP 10`S,10`S,164,12,12,30045034
Capsule,CAPSULE,REJUNEX PLUS CAP 7`S,7`S,221.5,18,18,21069099
Capsule,CAPSULE,ZAPTRA 12.5MG CAP 10`S,10`S,160,12,12,30049099
Capsule,CAPSULE,ZAPTRA 25MG CAP 10`S,10`S,215,12,12,30049099
Capsule,CAPSULE,ZAPTRA LS 12.5MG CAP 10`S,10`S,130,12,12,30049099
Capsule,CAPSULE,TRETIVA 10MG CAP 10`S,10`S,126,12,12,30045039
Capsule,CAPSULE,TRETIVA 5MG CAP 10`S,10`S,78,12,12,30045039
Capsule,CAPSULE,ITASPOR 200MG CAP 7`S,7`S,168,12,12,30049099
Capsule,CAPSULE,ITASPOR 400MG CAP 4`S,4`S,176,12,12,30049099
Capsule,CAPSULE,ITASPOR CAP 8`S,8`S,98,12,12,30049099
Capsule,CAPSULE,TRETIVA 20MG CAP 10`S,10`S,151,12,12,30045039
Capsule,CAPSULE,TRETIVA 25MG CAP 10`S,10`S,206,12,12,30045039
Capsule,CAPSULE,TRETIVA 30MG CAP 10`S,10`S,249,12,12,30045039
Capsule,CAPSULE,VB7 FORTE CAP 10`S,10`S,163,18,18,21069099
Capsule,CAPSULE,OBEGO 5MG CAP 10`S,10`S,86.63,12,12,3004
Capsule,CAPSULE,OBELIT 60MG CAP 10`S,10`S,281,12,12,30049099
Capsule,CAPSULE,ARVAST A 150MG CAP 10`S,10`S,48.22,12,12,30049039
Capsule,CAPSULE,ARVAST A 75MG CAP 10`S,10`S,45.44,12,12,30049039
Capsule,CAPSULE,ARVAST CF 10MG CAP 10`S,10`S,193,12,12,30049099
Capsule,CAPSULE,ARVAST CF 5MG CAP 10`S,10`S,125,12,12,30049099
Capsule,CAPSULE,OBEGO 10MG CAP 10`S,10`S,161.28,12,12,3004
Capsule,CAPSULE,OBEGO 15MG CAP 10`S,10`S,170,12,12,3004
Capsule,CAPSULE,OBELIT 120MG CAP 10`S,10`S,570,12,12,30049099
Capsule,CAPSULE,NERVZ CAP 10`S,10`S,150,12,12,30045090
Capsule,CAPSULE,NERVZ-B CAP 10`S,10`S,193,12,12,30045090
Capsule,CAPSULE,HALD 200MG CAP 10`S,10`S,254,12,12,30043190
Capsule,CAPSULE,INTAFOL D CAP 10`S,10`S,164,12,12,30045039
Capsule,CAPSULE,ULITAS 5MG CAP 10`S,10`S,1499,12,12,30045039
